tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,loai_bds,loai_gd,url,nguon,ngay_dang,gia_vnd,dien_tich_m2,lien_he,mo_ta
"Cho thuê mặt bằng hẻm 532 Sinco, P. Bình Trị Đông B, 15 x 10m, cấp 4, giá 20 triệu/tháng",20 Triệu/tháng,150 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-hem-532-sinco-p-binh-tri-dong-b-15-x-10m-cap-4-gia-20-trieu-thang.html,luachonnhadat.vn,2025-07-21,20000000,150,NA,NA
"Cho thuê mặt bằng hẻm 532 Sinco, P. Bình Trị Đông B, 8 x 20m, cấp 4, giá 13 triệu/tháng",13 Triệu/tháng,160 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-hem-532-sinco-p-binh-tri-dong-b-8-x-20m-cap-4-gia-13-trieu-thang.html,luachonnhadat.vn,2025-07-21,13000000,160,NA,NA
"Cho thuê nhà kho khu Bình Phú, MT đường Số 57, DT 10 x 20m, cấp 4, giá 25 triệu/tháng",25 Triệu/tháng,200 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-kho-khu-binh-phu-mt-duong-so-57-dt-10-x-20m-cap-4-gia-25-trieu-thang.html,luachonnhadat.vn,2025-07-18,25000000,200,NA,NA
"Cho thuê nhà khu Bình Phú, góc 2MT đường Số 14, DT 8 x 10m, 3.5 tấm, giá 27 triệu/tháng",27 Triệu/tháng,80 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-goc-2mt-duong-so-14-dt-8-x-10m-3-5-tam-gia-27-trieu-thang.html,luachonnhadat.vn,2025-07-16,27000000,80,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Tên Lửa nhỏ, DT 4 x 25m, 2.5 tấm, giá 24 triệu/tháng",24 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-ten-lua-nho-dt-4-x-25m-2-5-tam-gia-24-trieu-thang.html,luachonnhadat.vn,2025-07-15,24000000,100,NA,NA
"Cho thuê nhà hẻm 532 Kinh Dương Vương, P. Bình Trị Đông B, 4 x 27m, 3.5 tấm, giá 23 triệu/tháng",23 Triệu/tháng,108 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-532-kinh-duong-vuong-p-binh-tri-dong-b-4-x-27m-3-5-tam-gia-23-trieu-thang-1752199336.html,luachonnhadat.vn,2025-07-11,23000000,108,NA,NA
"Cho thuê nhà MT đường Số 38, P. Tân Tạo, 4.5 x 23m, 3.5 tấm, giá 17 triệu/tháng.",17 Triệu/tháng,103 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-38-p-tan-tao-4-5-x-23m-3-5-tam-gia-17-trieu-thang-.html,luachonnhadat.vn,2025-06-30,17000000,103,NA,NA
"Cho thuê nhà hẻm 54 Chiến Lược, P. Bình Trị Đông, DT 5.2 x 19m, 3.5 tấm, giá 20 triệu/tháng",20 Triệu/tháng,98 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-54-chien-luoc-p-binh-tri-dong-dt-5-2-x-19m-3-5-tam-gia-20-trieu-thang.html,luachonnhadat.vn,2025-06-26,20000000,98,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 1, DT 6 x 20m, 3.5 tấm, giá 70 triệu/tháng",70 Triệu/tháng,120 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-1-dt-6-x-20m-3-5-tam-gia-70-trieu-thang.html,luachonnhadat.vn,2025-06-26,70000000,120,NA,NA
"Cho thuê nhà xưởng MT đường Đình Tân Khai, P. Bình Trị Đông, 16.7 x 38m, cấp 4, giá 80 triệu/tháng",80 Triệu/tháng,634 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà xưởng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-xuong-mt-duong-dinh-tan-khai-p-binh-tri-dong-16-7-x-38m-cap-4-gia-80-trieu-thang.html,luachonnhadat.vn,2025-06-17,80000000,634,NA,NA
"Cho thuê biệt thự góc 2MT đường Số 3, P. Bình Trị Đông B, 10 x 20m, 3.5 tấm, giá 70 triệu/tháng.",70 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-goc-2mt-duong-so-3-p-binh-tri-dong-b-10-x-20m-3-5-tam-gia-70-trieu-thang-.html,luachonnhadat.vn,2025-06-11,70000000,200,NA,NA
"Cho thuê nhà góc 2MT đường Nguyễn Văn Trỗi, P.10, Q.Phú Nhuận, 23 x 12m, 8 tấm, giá 800 triệu/tháng",800 Triệu/tháng,276 m²,"Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-nguyen-van-troi-p-10-q-phu-nhuan-23-x-12m-8-tam-gia-800-trieu-thang.html,luachonnhadat.vn,2025-06-06,800000000,276,NA,NA
"Cho thuê Biệt thự MT đường Số 49B, P. Tân Tạo, 10 x 20m, 2 tấm, giá 40 triệu/tháng",40 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-mt-duong-so-49b-p-tan-tao-10-x-20m-2-tam-gia-40-trieu-thang.html,luachonnhadat.vn,2025-06-05,40000000,200,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 29, P. Bình Trị Đông B, 4 x 20m, 2 tấm, giá 25 triệu/tháng.",25 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-29-p-binh-tri-dong-b-4-x-20m-2-tam-gia-25-trieu-thang-.html,luachonnhadat.vn,2025-06-04,25000000,80,NA,NA
"Cho thuê nhà MT đường Số 40A, P. Tân Tạo, 5 x 16m, 3 tấm, giá 20 triệu/tháng",20 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-40a-p-tan-tao-5-x-16m-3-tam-gia-20-trieu-thang.html,luachonnhadat.vn,2025-06-02,20000000,80,NA,NA
"Cho thuê nhà hẻm 273 Tân Hòa Đông, P. Bình Trị Đông, 4 x 16m, 3 tấm, giá 10 triệu/tháng",10 Triệu/tháng,64 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-273-tan-hoa-dong-p-binh-tri-dong-4-x-16m-3-tam-gia-10-trieu-thang.html,luachonnhadat.vn,2025-05-28,10000000,64,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Số 24, DT 4 x 22m, 3.5 tấm, giá 25 triệu/tháng",25 Triệu/tháng,88 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-so-24-dt-4-x-22m-3-5-tam-gia-25-trieu-thang.html,luachonnhadat.vn,2025-05-19,25000000,88,NA,NA
"Cho thuê Shophouse tầng trệt CC Moonlight Park View đường Số 7, Bình Tân, 5 x 10m, 21 triệu/tháng",21 Triệu/tháng,50 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Shop house,thue,https://luachonnhadat.vn/nha-dat/cho-thue-shophouse-tang-tret-cc-moonlight-park-view-duong-so-7-binh-tan-5-x-10m-21-trieu-thang.html,luachonnhadat.vn,2025-05-16,21000000,50,NA,NA
"Cho thuê nhà MT đường Số 47, P. Tân Tạo, 9 x 18m, 3 tấm, giá 30 triệu/tháng",30 Triệu/tháng,162 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-47-p-tan-tao-9-x-18m-3-tam-gia-30-trieu-thang.html,luachonnhadat.vn,2025-05-13,30000000,162,NA,NA
"Cho thuê nhà góc 2MT đường Tỉnh Lộ 10, P. Tân Tạo, 4.5 x 20m, 2.5 tấm, giá 30 triệu/tháng",30 Triệu/căn,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-tinh-lo-10-p-tan-tao-4-5-x-20m-2-5-tam-gia-30-trieu-thang.html,luachonnhadat.vn,2025-05-13,30000000,90,NA,NA
"Cho thuê nhà khu Cư Xá Rada, MT đường Số 2, P.13, Q.6, DT 4 x 20m, cấp 4, giá 15 triệu/tháng",15 Triệu/tháng,80 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-cu-xa-rada-mt-duong-so-2-p-13-q-6-dt-4-x-20m-cap-4-gia-15-trieu-thang-1746690905.html,luachonnhadat.vn,2025-05-08,15000000,80,NA,NA
"Cho thuê nhà MT đường Lê Tuấn Mậu, P.13, Q.6, DT 4 x 10m, 3 tấm, giá 15 triệu/tháng",15 Triệu/tháng,40 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-le-tuan-mau-p-13-q-6-dt-4-x-10m-3-tam-gia-15-trieu-thang.html,luachonnhadat.vn,2025-05-05,15000000,40,NA,NA
"Cho thuê nhà MT đường Vành Đai Trong, P. Bình Trị Đông B, 6 x 21m, mặt bằng, giá 16 triệu/tháng.",16 Triệu/tháng,126 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-vanh-dai-trong-p-binh-tri-dong-b-6-x-21m-mat-bang-gia-16-trieu-thang-.html,luachonnhadat.vn,2025-04-22,16000000,126,NA,NA
"Cho thuê mặt bằng khu Bình Phú, MT đường Chợ Lớn, P.11, Q.6, DT 4 x 20m, giá 13 triệu/tháng",13 Triệu/tháng,80 m²,"Quận 6, Hồ Chí Minh",Quận 6,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-khu-binh-phu-mt-duong-cho-lon-p-11-q-6-dt-4-x-20m-gia-13-trieu-thang-1743647916.html,luachonnhadat.vn,2025-04-03,13000000,80,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 29, P. Bình Trị Đông B, 4 x 20m, 4 tấm, giá 30 triệu/tháng.",30 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-29-p-binh-tri-dong-b-4-x-20m-4-tam-gia-30-trieu-thang--1743491629.html,luachonnhadat.vn,2025-04-01,30000000,80,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 1, P. Bình Trị Đông B, 6 x 21m, 2 tấm, giá 28 triệu/tháng.",29 Triệu/tháng,126 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-1-p-binh-tri-dong-b-6-x-21m-2-tam-gia-28-trieu-thang-.html,luachonnhadat.vn,2025-03-25,29000000,126,NA,NA
"Cho thuê nhà khu Tên Lửa, góc 2MT đường Trần Văn Giàu, 12 x 13m, 2 tấm, giá 60 triệu/tháng",60 Triệu/tháng,156 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-duong-tran-van-giau-12-x-13m-2-tam-gia-60-trieu-thang-1742783746.html,luachonnhadat.vn,2025-03-24,60000000,156,NA,NA
"Cho thuê nhà MT đường An Dương Vương, P. An Lạc A, 7.5 x 12m, 1 lầu, 35 triệu/tháng",35 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-an-duong-vuong-p-an-lac-a-7-5-x-12m-1-lau-35-trieu-thang-1742783686.html,luachonnhadat.vn,2025-03-24,35000000,90,NA,NA
"Cho thuê nhà MT đường Trần Văn Giàu, X. Lê Minh Xuân, H. Bình Chánh, 15 x 31m, 2 tấm, 19 triệu/tháng",19 Triệu/tháng,465 m²,"Bình Chánh, Hồ Chí Minh",Bình Chánh,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tran-van-giau-x-le-minh-xuan-h-binh-chanh-15-x-31m-2-tam-19-trieu-thang-1742458552.html,luachonnhadat.vn,2025-03-20,19000000,465,NA,NA
"Cho thuê nhà khu Tên Lửa, góc 2MT đường Số 32, P. Bình Trị Đông B, 10 x 20m, 4.5 tấm, 85 triệu/tháng",85 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-duong-so-32-p-binh-tri-dong-b-10-x-20m-4-5-tam-85-trieu-thang.html,luachonnhadat.vn,2025-03-20,85000000,200,NA,NA
"Cho thuê nhà MT đường Mã Lò, P. Bình Trị Đông A, 5 x 17m, 2.5 tấm, giá 18 triệu/tháng",18 Triệu/tháng,85 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-ma-lo-p-binh-tri-dong-a-5-x-17m-2-5-tam-gia-18-trieu-thang.html,luachonnhadat.vn,2025-03-19,18000000,85,NA,NA
"Cho thuê nhà kho hẻm 184 Lê Đình Cẩn, P. Tân Tạo, 13.9 x 20m, cấp 4, giá 27 triệu/tháng",27 Triệu/tháng,278 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-kho-hem-184-le-dinh-can-p-tan-tao-13-9-x-20m-cap-4-gia-27-trieu-thang.html,luachonnhadat.vn,2025-03-18,27000000,278,NA,NA
"Cho thuê nhà MT đường Trần Văn Giàu, P. Tân Tạo, 4.5 x 18m, 3.5 tấm, giá 20 triệu/tháng.",20 Triệu/tháng,81 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tran-van-giau-p-tan-tao-4-5-x-18m-3-5-tam-gia-20-trieu-thang-.html,luachonnhadat.vn,2025-03-18,20000000,81,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 24A, P.Bình Trị Đông B, 4.5 x 20m, 3.5 tấm, giá 22 triệu/tháng",22 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-24a-p-binh-tri-dong-b-4-5-x-20m-3-5-tam-gia-22-trieu-thang.html,luachonnhadat.vn,2025-03-14,22000000,90,NA,NA
"Cho thuê nhà góc 2MT đường Mai Xuân Thưởng, P.1, Q.6, DT 4.5x15m, NH 8.4m, 1 lầu, giá 30 triệu/tháng",30 Triệu/tháng,67 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-mai-xuan-thuong-p-1-q-6-dt-4-5x15m-nh-8-4m-1-lau-gia-30-trieu-thang.html,luachonnhadat.vn,2025-03-13,30000000,67,NA,NA
"Cho thuê nhà hẻm 240 Nguyễn Văn Luông, P.11, Q.6, DT 6.8 x 20m, cấp 4, giá 18 triệu/tháng",18 Triệu/tháng,136 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-240-nguyen-van-luong-p-11-q-6-dt-6-8-x-20m-cap-4-gia-18-trieu-thang-1741769283.html,luachonnhadat.vn,2025-03-12,18000000,136,NA,NA
"Cho thuê nhà MT đường Số 31, P.10, Q.6 ,DT 4 x 16m, 3.5 tấm, giá 20 triệu/tháng",20 Triệu/tháng,64 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-31-p-10-q-6-dt-4-x-16m-3-5-tam-gia-20-trieu-thang.html,luachonnhadat.vn,2025-03-11,20000000,64,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Số 34, P.10, Q.6, DT 25 x 20m, cấp 4, giá 85 triệu/tháng",85 Triệu/tháng,500 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-so-34-p-10-q-6-dt-25-x-20m-cap-4-gia-85-trieu-thang-1741572125.html,luachonnhadat.vn,2025-03-10,85000000,500,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 24A, P. Bình Trị Đông B, 4 x 20m, 3 tấm, giá 25 triệu/tháng.",25 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-24a-p-binh-tri-dong-b-4-x-20m-3-tam-gia-25-trieu-thang--1741157363.html,luachonnhadat.vn,2025-03-05,25000000,80,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 32, Bình Trị Đông B, 4 x 16m, 4 tấm, giá 15 triệu/tháng",15 Triệu/tháng,64 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-32-binh-tri-dong-b-4-x-16m-4-tam-gia-15-trieu-thang.html,luachonnhadat.vn,2025-03-04,15000000,64,NA,NA
"Cho thuê đất khu Tên Lửa, MT đường Số 1A, P. Bình Trị Đông B, 6 x 21m, giá 10 triệu/tháng",10 Triệu/tháng,126 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Đất,thue,https://luachonnhadat.vn/nha-dat/cho-thue-dat-khu-ten-lua-mt-duong-so-1a-p-binh-tri-dong-b-6-x-21m-gia-10-trieu-thang-1740968633.html,luachonnhadat.vn,2025-03-03,10000000,126,NA,NA
"Cho thuê nhà góc 2MT đường Khiếu Năng Tĩnh, P. An Lạc A, 4 x 16m, 3 tấm, giá 40 triệu/tháng",40 Triệu/tháng,64 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-khieu-nang-tinh-p-an-lac-a-4-x-16m-3-tam-gia-40-trieu-thang.html,luachonnhadat.vn,2025-02-24,40000000,64,NA,NA
"Cho thuê nhà MT đường Số 55A, P. Tân Tạo, 5 x 25m, 1 lầu, giá 22 triệu/tháng.",22 Triệu/tháng,125 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-55a-p-tan-tao-5-x-25m-1-lau-gia-22-trieu-thang--1740363149.html,luachonnhadat.vn,2025-02-24,22000000,125,NA,NA
"Cho thuê cặp nhà khu Tên Lửa, MT đường Số 7, P. Bình Trị Đông B, 12 x 23m, 4 tấm, 90 triệu/tháng.",90 Triệu/tháng,276 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-cap-nha-khu-ten-lua-mt-duong-so-7-p-binh-tri-dong-b-12-x-23m-4-tam-90-trieu-thang-.html,luachonnhadat.vn,2025-02-21,90000000,276,NA,NA
"Cho thuê nhà MT đường Hậu Giang, P.11, Q.6, DT 4 x 24m, 1 lầu, giá 30 triệu/tháng.",30 Triệu/tháng,96 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-hau-giang-p-11-q-6-dt-4-x-24m-1-lau-gia-30-trieu-thang--1739157764.html,luachonnhadat.vn,2025-02-21,30000000,96,NA,NA
"Cho thuê nhà MT đường Gia Phú, P.3, Q.6, DT 5 x 17m NH 6m, 5.5 tấm, giá 50 triệu/tháng",50 Triệu/tháng,85 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-gia-phu-p-3-q-6-dt-5-x-17m-nh-6m-5-5-tam-gia-50-trieu-thang.html,luachonnhadat.vn,2025-02-21,50000000,85,NA,NA
"Cho thuê cặp nhà MT đường Tỉnh Lộ 10, P. Tân Tạo, 9.2 x 46m, cấp 4, giá 83 triệu/tháng",83 Triệu/tháng,423 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-cap-nha-mt-duong-tinh-lo-10-p-tan-tao-9-2-x-46m-cap-4-gia-83-trieu-thang.html,luachonnhadat.vn,2025-02-20,83000000,423,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Trần Văn Giàu, P. Bình Trị Đông B, 4x20m, 3.5 tấm, 18 triệu/tháng",18 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-tran-van-giau-p-binh-tri-dong-b-4x20m-3-5-tam-18-trieu-thang.html,luachonnhadat.vn,2025-02-19,18000000,80,NA,NA
"Cho thuê đất khu Tên Lửa, góc 3MT đường Số 7, P. Bình Trị Đông B, 18 x 46m, giá 230 triệu/tháng",230 Triệu/tháng,828 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Đất,thue,https://luachonnhadat.vn/nha-dat/cho-thue-dat-khu-ten-lua-goc-3mt-duong-so-7-p-binh-tri-dong-b-18-x-46m-gia-230-trieu-thang.html,luachonnhadat.vn,2025-02-18,230000000,828,NA,NA
"Cho thuê nhà khu Bình Phú, 2MT Trước- Sau đường Số 49, P.10, DT 4 x 10m, 3 tấm, giá 13 triệu/tháng",13 Triệu/tháng,40 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-2mt-truoc-sau-duong-so-49-p-10-dt-4-x-10m-3-tam-gia-13-trieu-thang.html,luachonnhadat.vn,2025-02-17,13000000,40,NA,NA
"Cho thuê nhà MT đường Kinh Dương Vương, P.12, Q.6, DT 3.8 x 11m, 4.5 tấm, giá 25 triệu/tháng",25 Triệu/tháng,41 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-kinh-duong-vuong-p-12-q-6-dt-3-8-x-11m-4-5-tam-gia-25-trieu-thang-1739517088.html,luachonnhadat.vn,2025-02-14,25000000,41,NA,NA
"Cho thuê nhà khu Tên Lửa, góc 2MT Vành Đai Trong, P. Bình Trị Đông B, 10x25m, 2 tấm, giá 70tr/tháng",70 Triệu/tháng,250 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-vanh-dai-trong-p-binh-tri-dong-b-10x25m-2-tam-gia-70tr-thang-1739505403.html,luachonnhadat.vn,2025-02-14,70000000,250,NA,NA
"Cho thuê nhà hẻm 270 Lê Đình Cẩn, P. Tân Tạo, 5 x 12m, 1 lầu, giá 9 triệu/tháng",9 Triệu/tháng,60 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-270-le-dinh-can-p-tan-tao-5-x-12m-1-lau-gia-9-trieu-thang.html,luachonnhadat.vn,2025-02-12,9000000,60,NA,NA
"Cho thuê nhà góc 2MT đường Văn Cao, P. Phú Thạnh, Q. Tân Phú, 7.6 x 18m, 2 tấm, giá 65 triệu/tháng",65 Triệu/tháng,136 m²,"Tân Phú, Hồ Chí Minh",Tân Phú,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-van-cao-p-phu-thanh-q-tan-phu-7-6-x-18m-2-tam-gia-65-trieu-thang.html,luachonnhadat.vn,2025-02-11,65000000,136,NA,NA
"Cho thuê nhà hẻm 161 Ni Sư Huỳnh Liên, P. 10, Q. Tân Bình, 4 x 14m, 3.5 tấm, giá 18 triệu/tháng",18 Triệu/tháng,56 m²,"Tân Bình, Hồ Chí Minh",Tân Bình,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-161-ni-su-huynh-lien-p-10-q-tan-binh-4-x-14m-3-5-tam-gia-18-trieu-thang-1739174210.html,luachonnhadat.vn,2025-02-10,18000000,56,NA,NA
"Cho thuê nhà 2 MT Trước - Sau đường Số 17A, P. Bình Trị Đông B, 3 tấm, 10 x 40m, giá 260tr/tháng.",260 Triệu/tháng,400 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-2-mt-truoc-sau-duong-so-17a-p-binh-tri-dong-b-3-tam-10-x-40m-gia-260tr-thang-.html,luachonnhadat.vn,2025-02-10,260000000,400,NA,NA
"Cho thuê nhà MT đường Phạm Bân, P.13, Q.5, DT 4 x 19.5m, 3.5 tấm, giá 28 triệu/tháng",28 Triệu/tháng,78 m²,"Quận 5, Hồ Chí Minh",Quận 5,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-pham-ban-p-13-q-5-dt-4-x-19-5m-3-5-tam-gia-28-trieu-thang-1738640023.html,luachonnhadat.vn,2025-02-04,28000000,78,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Bình Phú, P.11, Q.6, DT 4 x 20m, nhà 3.5 tấm, giá 35 triệu/tháng",35 Triệu/tháng,80 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-binh-phu-p-11-q-6-dt-4-x-20m-nha-3-5-tam-gia-35-trieu-thang.html,luachonnhadat.vn,2025-02-04,35000000,80,NA,NA
"Cho thuê nhà MT đường Mã Lò, P. Bình Trị Đông A, 3.7 x 25m, 3 tấm, giá 15 triệu/tháng",15 Triệu/tháng,92 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-ma-lo-p-binh-tri-dong-a-3-7-x-25m-3-tam-gia-15-trieu-thang.html,luachonnhadat.vn,2025-01-06,15000000,92,NA,NA
