tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,phuong_xa,loai_bds,loai_gd,url,nguon,so_phong_ngu,gia_vnd,dien_tich_m2,ngay_dang,phap_ly,id_nguon,lat,lon
🏡NHÀ SÁT HẺM XE TẢI TCH-TÔ KÝ-Q12-PHẦN MỀN QUANG TRUNG-4MX13M-2 TẦNG-GIÁ CHỈ 3.95 TỶ (TL),"3,95 tỷ",50 m²,"Đường Tân Chánh Hiệp 35, Phường Trung Mỹ Tây, Hồ Chí Minh",Quận 12,Phường Trung Mỹ Tây,Nhà ở,ban,https://alonhadat.com.vn/-nha-sat-hem-xe-tai-tch-to-ky-q12-phan-men-quang-trung-4mx13m-2-tang-gia-chi-3-95-ty-tl--18758197.html,alonhadat,2,3950000000,50,2026-06-07,,18758197,,
"Nhà 3 tấm mặt tiền Trần Thị Hè-Hiệp Thành-Q12.Dt 4,1x27~112m2~6,9ty","6,9 tỷ",112 m²,"Đường Trần Thị Hè, Phường Tân Thới Hiệp, Hồ Chí Minh",Quận 12,Phường Hiệp Thành,Nhà ở,ban,https://alonhadat.com.vn/nha-3-tam-mat-tien-tran-thi-he-hiep-thanh-q12-dt-4-1x27-112m2-7-5ty-18575368.html,alonhadat,5,6900000000,112,2026-06-07,,18575368,,
"Anh Tôi bán nhà MT Vườn Lài , P. An Phú Đông ,Q.12-150m2 (5x30) CTXD Hầm 7 lầu HĐT 35 tr",19 tỷ,150 m²,"Đường Vườn Lài, Phường An Phú Đông, Hồ Chí Minh",Quận 12,Phường An Phú Đông,Nhà ở,ban,https://alonhadat.com.vn/anh-toi-ban-nha-mt-vuon-lai-p-an-phu-dong-q-12-148m2-5x25-ctxd-ham-7-lau-hdt-35-tr-18727257.html,alonhadat,4,19000000000,150,2026-06-07,,18727257,,
ĐỪƠNG QUANG TRUNG - TÔ KÝ - ĐƯỜNG RỘNG 20M VỈA HÈ 13M - CHO NGÂN HÀNG SACOMBANK THUÊ ỔN,27 tỷ,105 m²,"Đường Tô Ký, Phường Đông Hưng Thuận, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,Đất,ban,https://alonhadat.com.vn/duong-quang-trung-to-ky-duong-rong-20m-via-he-13m-cho-ngan-hang-sacombank-thue-on-18757167.html,alonhadat,4,27000000000,105,2026-06-07,,18757167,,
"🏡 CĂN GÓC 2 MẶT TIỀN ĐÔNG HƯNG THUẬN 11 – KINH DOANH ĐỈNH 🧨❌CHỦ GIẢM CÒN ,15 ,TỶ",15 tỷ,200 m²,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,Đất,ban,https://alonhadat.com.vn/-can-goc-2-mat-tien-dong-hung-thuan-11-kinh-doanh-dinh-chu-giam-con-15-ty-18757029.html,alonhadat,4,15000000000,200,2026-06-07,,18757029,,
"🏆 CỰC VIP – ĐẤT LỚN 2 MẶT TIỀN - NGUYỄN VĂN QUÁ - ĐÔNG HƯNG THUẬN & KÊNH THAM LƯƠNG,","78,8 tỷ",890 m²,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,Đất,ban,https://alonhadat.com.vn/-cuc-vip-dat-lon-2-mat-tien-nguyen-van-qua-dong-hung-thuan-kenh-tham-luong--18756998.html,alonhadat,4,78800000000,890,2026-06-07,,18756998,,
🏡 MẶT TIỀN - TÂN THỚI NHẤT 08 - NGAY PHAN VĂN HỚN - DIỆN TÍCH LỚN 1345M2 VUÔNG VỨC -,114 tỷ,1345 m²,"Đường Tân Thới Nhất 8, Phường Đông Hưng Thuận, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,Đất,ban,https://alonhadat.com.vn/-mat-tien-tan-thoi-nhat-08-ngay-phan-van-hon-dien-tich-lon-1345m2-vuong-vuc--18755260.html,alonhadat,6,114000000000,1345,2026-06-07,,18755260,,
"ĐẤT TRỐNG HẺM 6M XE HƠI NGAY CHỢ CÂY SỘP - ĐÔNG HƯNG THUẬN 02- 74M - (5,3M x 14M)","4,7 tỷ",74 m²,"Đường Đông Hưng Thuận 2, Phường Đông Hưng Thuận, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,Đất,ban,https://alonhadat.com.vn/dat-trong-hem-6m-xe-hoi-ngay-cho-cay-sop-dong-hung-thuan-02-74m-5-3m-x-14m--18755231.html,alonhadat,1,4700000000,74,2026-06-07,,18755231,,
"45M - 3,9tỷ - Phan Văn Hớn - Tân Thới Nhất 08, Q12 - Hẻm 4m Xe Hơi - Hướng TB","3,9 tỷ",45 m²,"Đường Tân Thới Nhất 8, Phường Đông Hưng Thuận, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,Đất,ban,https://alonhadat.com.vn/45m-3-9ty-phan-van-hon-tan-thoi-nhat-08-q12-hem-4m-xe-hoi-huong-tb-18758399.html,alonhadat,3,3900000000,45,2026-06-07,,18758399,,
"SỞ HỮU BIỆT THỰ CỔ – DẤU ẤN SÀI GÒN THẬP NIÊN 60, DTCN 528m2, GIÁ 280 TỶ",280 tỷ,528 m²,"Đường Võ Thị Sáu, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Biệt thự,ban,https://alonhadat.com.vn/so-huu-biet-thu-co-dau-an-sai-gon-thap-nien-60-dtcn-528m2-gia-280-ty-18364110.html,alonhadat,3,280000000000,528,2026-06-07,,18364110,,
"BIỆT THỰ CAO THẮNG, DT 230M2 – GIÁ TRỊ ĐẦU TƯ HIẾM , GIÁ 76 TỶ",76 tỷ,230 m²,"Đường Cao Thắng, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường 4,Biệt thự,ban,https://alonhadat.com.vn/biet-thu-cao-thang-dt-230m2-gia-tri-dau-tu-hiem-gia-76-ty-18422132.html,alonhadat,1,76000000000,230,2026-06-07,,18422132,,
"Bán Biệt Thự - Hẻm Vip 8m Lê Văn Sỹ, Phường 13, Quận 3 - 8m x 20,5m - 3 Tầng chỉ 36 tỷ",36 tỷ,130 m²,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 13,Biệt thự,ban,https://alonhadat.com.vn/ban-biet-thu-hem-vip-8m-le-van-sy-phuong-13-quan-3-8m-x-20-5m-3-tang-chi-36-ty-18425016.html,alonhadat,3,36000000000,130,2026-06-07,,18425016,,
"Bán Nhà 2MT, 50 Trương Định, Quận 3, DT:20x40 , 3 tầng ,CTXD cao tầng, Giá 500 tỷ Siêu Hot",500 tỷ,816 m²,"Đường Trương Định, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Xuân Hòa,Biệt thự,ban,https://alonhadat.com.vn/ban-nha-2mt-50-truong-dinh-quan-3-dt-20x40-3-tang-ctxd-cao-tang-gia-500-ty-sieu-hot-18733684.html,alonhadat,8,500000000000,816,2026-06-07,,18733684,,
"Bán Biệt Thự,HXH,Lê Văn Sỹ,P,14,Quận,3 Dt;13mx24m2 (317m2),Kết cấu; 4 tầng,Giá bán 79 Tỷ",79 tỷ,317 m²,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 14,Biệt thự,ban,https://alonhadat.com.vn/ban-biet-thu-vip-le-van-sy-phuong-13-quan-3-dt-14m2x18m2-ket-cau-3-tang-gia-50-ty-18125254.html,alonhadat,8,79000000000,317,2026-06-07,,18125254,,
"Bán gấp biệt thự đường Nam Kỳ Khởi Nghĩa, Quận 3, dt: 15x16m 2 tầng sân vườn.",72 tỷ,254 m²,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Biệt thự,ban,https://alonhadat.com.vn/ban-gap-biet-thu-duong-nam-ky-khoi-nghia-quan-3-dt-15x16m-2-tang-san-vuon--18607760.html,alonhadat,6,72000000000,254,2026-06-07,,18607760,,
"Bán biệt thự cao cấp đường Cao Thắng Quận 3, dt: 13x18m 2 tầng mới đẹp",75 tỷ,230 m²,"Đường Cao Thắng, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường Bàn Cờ,Biệt thự,ban,https://alonhadat.com.vn/ban-biet-thu-cao-cap-duong-cao-thang-quan-3-dt-13x18m-2-tang-moi-dep-18401389.html,alonhadat,6,75000000000,230,2026-06-07,,18401389,,
"Bán BIỆT THỰ MINI Huỳnh Tịnh Của Q.3, hẻm xe tải, 4 tầng, mặt tiền khủng, nhích 29 tỷ","29,1 tỷ",150 m²,"Đường Huỳnh Tịnh Của, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Xuân Hòa,Biệt thự,ban,https://alonhadat.com.vn/ban-biet-thu-mini-huynh-tinh-cua-q-3-hem-xe-tai-4-tang-mat-tien-khung-nhich-29-ty-18161150.html,alonhadat,5,29100000000,150,2026-06-07,,18161150,,
Bán VILLA Sân Vườn Quận 3- Pasteur -21x25m(280m2) - 3 tầng- HĐT: 7000usd/th- 160 tỷ,160 tỷ,258 m²,"Đường Pasteur, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Biệt thự,ban,https://alonhadat.com.vn/ban-villa-san-vuon-quan-3-pasteur-21x25m-280m2-3-tang-hdt-7000usd-th-160-ty-18757983.html,alonhadat,3,160000000000,258,2026-06-07,,18757983,,
"Cần bán gấp biệt thự đường Tú Xương, Quận 3, dt: 20x22m trệt 3 lầu thang máy",85 tỷ,400 m²,"Đường Tú Xương, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Biệt thự,ban,https://alonhadat.com.vn/can-ban-gap-biet-thu-duong-tu-xuong-quan-3-dt-20x22m-tret-3-lau-thang-may-8540188.html,alonhadat,6,85000000000,400,2026-06-07,,8540188,,
"Xuất cảnh bán gấp biệt thự đường Hai Bà Trưng, Quận 3, dt: 850m2 2 lầu mới",245 tỷ,850 m²,"Đường Hai Bà Trưng, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Biệt thự,ban,https://alonhadat.com.vn/xuat-canh-ban-gap-biet-thu-duong-hai-ba-trung-quan-3-dt-850m2-2-lau-moi-12994529.html,alonhadat,8,245000000000,850,2026-06-07,,12994529,,
"Bán nhà MT Hồ Xuân Hương, P.6, Quận 3 - DT: 14mx21m. CN: 284m2 - GPXD: Hầm 7 tầng - 94 tỷ",94 tỷ,284 m²,"Đường Hồ Xuân Hương, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-nha-mt-ho-xuan-huong-p-6-quan-3-dt-14mx21m-cn-284m2-gpxd-ham-7-tang-94-ty-14152868.html,alonhadat,1,94000000000,284,2026-06-07,,14152868,,
Siêu vị trí xây 2 hầm 10 tầng | Mặt tiền khu Nam Kỳ Khởi Nghĩa - Trần Quốc Toản | 14x32m |,239 tỷ,450 m²,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường 8,Mặt bằng,ban,https://alonhadat.com.vn/sieu-vi-tri-xay-2-ham-10-tang-mat-tien-khu-nam-ky-khoi-nghia-tran-quoc-toan-14x32m--18755501.html,alonhadat,12,239000000000,450,2026-06-07,,18755501,,
BÁN NHÀ MẶT TIỀN LỚN ĐƯỜNG NAM KỲ KHỞI NGHĨA - DT (8m x 25m),117 tỷ,150 m²,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/chinh-chu-ban-nha-mat-tien-lon-duong-nam-ky-khoi-nghia-dt-8m-x-25m--18708064.html,alonhadat,7,117000000000,150,2026-06-07,,18708064,,
"💥 BÁN NHÀ HXT 11M ĐỐI DIỆN CV LÊ THỊ RIÊNG- GA METRO 2- GẦN 90M2- 24,9 TỶ TL","24,9 tỷ",70 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/-ban-nha-hxt-11m-doi-dien-cv-le-thi-rieng-gan-90m2-24-9-ty-tl-18708567.html,alonhadat,5,24900000000,70,2026-06-07,,18708567,,
"Siêu phẩm MT Hai Bà Trưng 9x20, ngay chợ Tân Định",135 tỷ,180 m²,"Đường Hai Bà Trưng, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/sieu-pham-mt-hai-ba-trung-9x20-ngay-cho-tan-dinh-18118782.html,alonhadat,15,135000000000,180,2026-06-07,,18118782,,
"BÁN NHÀ HXH LÊ VĂN SỸ THÔNG TRƯỜNG SA - NGANG 8M 5 TẦNG, HĐT 30 TRIỆU/TH","16,8 tỷ",56 m²,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 13,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-hxh-le-van-sy-thong-truong-sa-ngang-8m-5-tang-hdt-30-trieu-th-18373444.html,alonhadat,5,16800000000,56,2026-06-07,,18373444,,
"Mặt Tiền Lê Ngô Cát, Phường Xuân Hoà, Ngang 7 x 24m, Hầm 5 lầu, HĐ thuê 200tr/th",100 tỷ,168 m²,"Đường Lê Ngô Cát, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Xuân Hòa,Nhà ở,ban,https://alonhadat.com.vn/mat-tien-le-ngo-cat-phuong-xuan-hoa-ngang-7-x-24m-ham-5-lau-hd-thue-200tr-th-18744077.html,alonhadat,6,100000000000,168,2026-06-07,,18744077,,
"Bán nhà DT lớn (5x14,2m), Nguyễn Hiền, Q3, gần chợ Vườn Chuối. Sẳn dòng tiền 24tr/tháng","11,5 tỷ",55 m²,"Đường Nguyễn Hiền, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường 4,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-dt-lon-5x14-2m-nguyen-hien-q3-gan-cho-vuon-chuoi-san-dong-tien-24tr-thang-18569041.html,alonhadat,6,11500000000,55,2026-06-07,,18569041,,
"Bán nhà Mặt tiền quận 3 Lê Văn Sỹ, ngang 6m khan hiếm sẵn kết cấu chỉ 34 tỷ",34 tỷ,80 m²,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 12,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-quan-3-le-van-sy-ngang-6m-khan-hiem-san-ket-cau-chi-34-ty-18758205.html,alonhadat,4,34000000000,80,2026-06-07,,18758205,,
BÁN NHÀ MT ĐẸP NHẤT ĐƯỜNG HAI BÀ TRƯNG.P6.Q.3. DT: 8.5M X 26M NHÀ 3 LẦU ST,176 tỷ,227 m²,"Đường Hai Bà Trưng, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mt-hai-ba-trung-p6-q3-dt-8-5m-x-26m-nha-3-lau-st-18315869.html,alonhadat,8,176000000000,227,2026-06-07,,18315869,,
Tòa nhà góc 2 MT Võ Thị Sáu - Nguyễn Thông Q3 - 12x16m - 5 tầng - HĐT 250 tr/th giá 64 tỷ,64 tỷ,190 m²,"Đường Nguyễn Thông, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-goc-2-mt-vo-thi-sau-nguyen-thong-q3-12x16m-5-tang-hdt-250-tr-th-gia-64-ty-16111685.html,alonhadat,5,64000000000,190,2026-06-07,,16111685,,
"Building mặt tiền góc Nam Kỳ Khởi Nghĩa, Quận 3. (8x21m)- hầm+ 6 tầng- HĐT 200tr/th- 60 tỷ",60 tỷ,170 m²,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/building-mat-tien-goc-nam-ky-khoi-nghia-quan-3-8x21m-ham-6-tang-hdt-200tr-th-60-ty-15956780.html,alonhadat,7,60000000000,170,2026-06-07,,15956780,,
VỊ TRÍ HẺM XE HƠI 10M CMT8 QUẬN 3-DT 4X10M 5 TẦNG GIÁ CHỈ 9 TỶ-NHANH TAY KHÁCH ƠIIIII,"9,5 tỷ",30 m²,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/vi-tri-hem-xe-hoi-10m-cmt8-quan-3-dt-4x10m-5-tang-gia-chi-9-ty-nhanh-tay-khach-oiiiii-18756136.html,alonhadat,10,9500000000,30,2026-06-07,,18756136,,
"VỀ HƯU CÔ LỆ CẦN BÁN GẤP NHÀ TÚ XƯƠNG, QUẬN 3, GIÁ 4,68 TỶ - 79M2 (5 X 15,8) ĐÃ HOÀN CÔNG","4,68 tỷ",79 m²,"Đường Tú Xương, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ve-huu-co-le-can-ban-gap-nha-tu-xuong-quan-3-gia-4-68-ty-79m2-5-x-15-8-da-hoan-cong-18441493.html,alonhadat,6,4680000000,79,2026-06-07,,18441493,,
"CHÚ LÂM BÁN NHÀ LÝ CHÍNH THẮNG,QUẬN 3-GIÁ:6.32TỶ/80M2 (5x16M) CÓ SỔ","6,95 tỷ",80 m²,"Đường Lý Chính Thắng, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/nha-ngay-trung-tam-quan-3-ly-chinh-thang-ma-gia-chi-6-dong-hon-cho-dt-len-den-80m2--18431349.html,alonhadat,4,6950000000,80,2026-06-07,,18431349,,
"BÁN GẤP CĂN NHÀ NẰM NGAY TRÊN PHỐ THỜI TRANG TRẦN QUANG DIỆU, QUẬN 3. CHỈ 6 TỶ 490/60M2!!!","6,49 tỷ",60 m²,"Đường Trần Quang Diệu, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 14,Nhà ở,ban,https://alonhadat.com.vn/ban-gap-can-nha-nam-ngay-tren-pho-thoi-trang-tran-quang-dieu-quan-3-chi-6-ty-490-60m2--18656029.html,alonhadat,6,6490000000,60,2026-06-07,,18656029,,
"NHÀ NGỘP HXH HUỲNH TỊNH CỦA, QUẬN 3.GIÁ:3,79Tỷ/68m2. 3 LẦU KIÊN CỐ. ĐANG CHO THUÊ 19TRIỆU","3,79 tỷ",68 m²,"Đường Huỳnh Tịnh Của, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 9,Nhà ở,ban,https://alonhadat.com.vn/nha-ngop-hxh-huynh-tinh-cua-quan-3-gia-3-79ty-68m2-3-lau-kien-co-dang-cho-thue-19trieu-18697885.html,alonhadat,4,3790000000,68,2026-06-07,,18697885,,
Tòa building Hầm 11 tầng 2 MT Võ Văn Tần Q.3 - 6x20m - HĐT 300tr giá chốt bán 82 tỷ.,82 tỷ,106 m²,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 5,Nhà ở,ban,https://alonhadat.com.vn/toa-building-ham-11-tang-2-mt-vo-van-tan-q-3-6x20m-hdt-300tr-gia-chot-ban-82-ty--18755802.html,alonhadat,12,82000000000,106,2026-06-07,,18755802,,
"Bán gấp MT Kỳ Đồng, P.9, Q.3 - DT: 5m x 25m - 3 lầu, HĐT: 130tr/th - giá 40 tỷ",40 tỷ,125 m²,"Đường Kỳ Đồng, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 9,Nhà ở,ban,https://alonhadat.com.vn/ban-gap-mt-ky-dong-p-9-q-3-dt-5m-x-25m-3-lau-hdt-130tr-th-gia-40-ty-14152936.html,alonhadat,5,40000000000,125,2026-06-07,,14152936,,
"Góc 2MT Lý Thái Tổ, Q.3 - DT: 9mx20m - 2 tầng. HĐT 170 triệu/tháng - 70 tỷ TL",70 tỷ,180 m²,"Đường Lý Thái Tổ, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 10,Nhà ở,ban,https://alonhadat.com.vn/goc-2mt-ly-thai-to-q-3-dt-9mx20m-2-tang-hdt-170-trieu-thang-70-ty-tl-14153067.html,alonhadat,6,70000000000,180,2026-06-07,,14153067,,
"Bán nhà mặt tiền Pasteur, Quận 3 – dt: 9x37m nở hậu 18m có hẻm hông 6m 2 tầng sân vườn",220 tỷ,400 m²,"Đường Pasteur, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-pasteur-quan-3-dt-9x37m-no-hau-18m-co-hem-hong-6m-2-tang-san-vuon-18622413.html,alonhadat,6,220000000000,400,2026-06-07,,18622413,,
Bán MT Võ Văn Tần P.5 Q.3 - DT: 12mx25m. CN 300m2 - Hầm 7 lầu - 135 tỷ,135 tỷ,300 m²,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 5,Nhà ở,ban,https://alonhadat.com.vn/ban-mt-vo-van-tan-p-5-q-3-dt-12mx25m-cn-300m2-ham-7-lau-135-ty-15228777.html,alonhadat,10,135000000000,300,2026-06-07,,15228777,,
Bán MT Trương Định P.6 Q.3-DT: 13Mx26M- Trệt 4 lầu - HĐT 280tr/th - 109 tỷ,109 tỷ,338 m²,"Đường Trương Định, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ban-mt-truong-dinh-p-6-q-3-dt-13mx26m-tret-4-lau-hdt-280tr-th-109-ty-15228844.html,alonhadat,4,109000000000,338,2026-06-07,,15228844,,
"Bán góc 2MT Pasteur - Võ Thị Sáu Q.3, CN: 477.6m2 (18mx25m,NH: 20.18m) . giá: 375 tỷ TL",375 tỷ,478 m²,"Đường Pasteur, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ban-goc-2mt-pasteur-vo-thi-sau-q-3-cn-477-6m2-18mx25m-nh-20-18m-gia-375-ty-tl-14333242.html,alonhadat,2,375000000000,478,2026-06-07,,14333242,,
"Siêu Phẩm Nhà Mới Đường Biện Biên Phủ, Quận 3 - Giá Chốt 6Tỷ050/80m2. Sổ Sẵn","6,05 tỷ",80 m²,"Đường Điện Biên Phủ, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường 4,Nhà ở,ban,https://alonhadat.com.vn/sieu-pham-nha-moi-duong-bien-bien-phu-quan-3-gia-chot-6ty050-80m2-so-san-18756729.html,alonhadat,4,6050000000,80,2026-06-07,,18756729,,
"🔥NHÀ 4 TẦNG TRUNG TÂM Q3- SÁT MẶT ĐƯỜNG ĐIỆN BIÊN PHỦ 38M² .GIÁ 8,4 TL.","8,4 tỷ",38 m²,"Đường Điện Biên Phủ, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/-nha-4-tang-trung-tam-q3-sat-mat-duong-dien-bien-phu-38m-gia-8-4-tl--18714368.html,alonhadat,4,8400000000,38,2026-06-07,,18714368,,
"Nhà hẻm xe hơi Điện Biên Phủ (Q3), 8x18m, 4 tầng, HĐ 50 triệu, giá 36.5 tỷ","36,5 tỷ",144 m²,"Đường Điện Biên Phủ, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/nha-hem-xe-hoi-dien-bien-phu-q3-8x18m-4-tang-hd-50-trieu-gia-36-5-ty-18063550.html,alonhadat,6,36500000000,144,2026-06-07,,18063550,,
"Chỉ 36 Tỷ, Mặt tiền VÕ VĂN TẦN - Quận 3, có 1 hầm 7 lầu",36 tỷ,89 m²,"Đường Võ Văn Tần, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/chi-36-ty-mat-tien-vo-van-tan-quan-3-co-1-ham-7-lau-17612978.html,alonhadat,12,36000000000,89,2026-06-07,,17612978,,
"Tòa nhà MT Cao Thắng, Quận 3 - 6.5x20m - Hầm 7 tầng - HĐ thuê 200 triệu/th - Giá 60 tỷ",60 tỷ,136 m²,"Đường Cao Thắng, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-mt-cao-thang-quan-3-6-5x20m-ham-7-tang-hd-thue-200-trieu-th-gia-60-ty-18271409.html,alonhadat,12,60000000000,136,2026-06-07,,18271409,,
"Chủ cần bán nhanh nhà mặt tiền Nguyễn Thông, Quận 3. (4.4x15m) Giá giảm còn 23,5 tỷ TL","23,5 tỷ",65 m²,"Đường Nguyễn Thông, Phường Nhiêu Lộc, Hồ Chí Minh",Quận 3,Phường 9,Nhà ở,ban,https://alonhadat.com.vn/chu-can-ban-nhanh-nha-mat-tien-nguyen-thong-quan-3-4-4x15m-gia-giam-con-23-5-ty-tl-16236042.html,alonhadat,2,23500000000,65,2026-06-07,,16236042,,
BÁN NHÀ HẺM 8M NGUYỄN THIỆN THUẬT 6X10 NGAY PHỐ ẨM THỰC-NGUYỄN ĐÌNH CHIỂU Q3 CHỈ 19TỶ,19 tỷ,60 m²,"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-hem-8m-nguyen-thien-thuat-6x10-ngay-pho-am-thuc-nguyen-dinh-chieu-q3-chi-19ty-18758027.html,alonhadat,4,19000000000,60,2026-06-07,,18758027,,
"Bán nhà HXH Nguyễn Thiện Thuật, P1, Quận 3 - 4x12m - 7 tầng+thang máy. HĐT: 35tr/th- 16 tỷ",16 tỷ,48 m²,"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-hxh-nguyen-thien-thuat-p1-quan-3-4x12m-7-tang-thang-may-hdt-35tr-th-16-ty-18758025.html,alonhadat,13,16000000000,48,2026-06-07,,18758025,,
"Siêu Phẩm Góc 2MT Võ Văn Tần P.5 Q3, DT 8x17m CN 115.4m2, HĐT 170tr, Giá 115 tỷ",115 tỷ,116 m²,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh",Quận 3,Phường 5,Nhà ở,ban,https://alonhadat.com.vn/sieu-pham-goc-2mt-vo-van-tan-p-5-q3-dt-8x17m-cn-115-4m2-hdt-170tr-gia-115-ty-17971757.html,alonhadat,6,115000000000,116,2026-06-07,,17971757,,
"Bán nhà mặt tiền Nguyễn Thông, p. Võ Thị Sáu, Q.3",37 tỷ,112 m²,"Đường Nguyễn Thông, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-nguyen-thong-p-vo-thi-sau-q-3-18757432.html,alonhadat,4,37000000000,112,2026-06-07,,18757432,,
"Bán nhà mặt tiền đường Pasteur, Phường 6, Quận 3, dt: 16x32m 2 tầng giá 225 tỷ",225 tỷ,480 m²,"Đường Pasteur, Phường Xuân Hòa, Hồ Chí Minh",Quận 3,Phường Võ Thị Sáu,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-duong-pasteur-phuong-6-quan-3-dt-16x32m-2-tang-gia-225-ty-16655434.html,alonhadat,6,225000000000,480,2026-06-07,,16655434,,
